"","Name","Adjusted","Year","Biomass_est","Biomass_lo","Biomass_hi","Catch_est","Catch_lo","Catch_hi","Status","Fishing_est"
"2453","Panulirus","MT_40",2017,255.906389604004,115.523839437846,548.748261306635,21.9691018872706,6.9264059988943,76.1042749699834,"MPA 2020",0.0916770813459454
"2454","Panulirus","MT_40",2018,271.653057717643,115.914895539197,637.946628639787,22.958158960959,6.79385405160288,88.2210356681008,"MPA 2020",0.0897131134415403
"2455","Panulirus","MT_40",2019,286.701112203035,116.413566286476,726.830315618564,23.8487619242653,6.67083019224406,100.364027511744,"MPA 2020",0.0877912515494443
"2456","Panulirus","MT_40",2020,301.985479648637,117.292331852395,816.104784066628,23.5587151922185,6.27069682012683,107.027980979302,"MPA 2020",0.0821716909683096
"2457","Panulirus","MT_40",2021,316.26013020381,118.218436522374,897.381580214049,24.1968902518314,6.16765620497701,116.897779867797,"MPA 2020",0.080411439189186
"2458","Panulirus","MT_40",2022,329.422544252554,119.182489707577,967.596286140172,24.7236744776749,6.07045057312375,125.168693181217,"MPA 2020",0.0786889195038889
"2459","Panulirus","MT_40",2023,341.429798804269,120.177066715163,1025.56139030975,25.141020369062,5.9782662084721,131.622195133334,"MPA 2020",0.0770033207887773
"2460","Panulirus","MT_40",2024,352.293435219415,121.196296217902,1071.89223115489,25.4539054867468,5.89039559080924,136.266318899629,"MPA 2020",0.0753538494187243
"2461","Panulirus","MT_40",2025,362.06799651246,122.235483930154,1108.32967448906,25.6695810448759,5.80622279427983,139.283153353944,"MPA 2020",0.0737397289457238
"2462","Panulirus","MT_40",2026,370.836896419517,123.290793167529,1136.96553056754,25.7967978185058,5.72521141189953,140.948745652283,"MPA 2020",0.0721601997661436
"2463","Panulirus","MT_40",2027,378.699026755821,124.358990760581,1159.74141762824,25.8450934657714,5.64689447428147,141.560045579216,"MPA 2020",0.0706145187783159
"2464","Panulirus","MT_40",2028,385.758113557282,125.437257003748,1178.2470219324,25.8241949810098,5.57086595270705,141.387106735424,"MPA 2020",0.0691019590333846
"2465","Panulirus","MT_40",2029,392.115366003157,126.523052046533,1193.69589425636,25.7435601705646,5.49677352895549,140.651466839732,"MPA 2020",0.06762180938283
"2466","Panulirus","MT_40",2030,397.865035098953,127.614028171902,1206.97549878247,25.6120582745282,5.42431238476014,139.52284374979,"MPA 2020",0.0661733741260211
"2467","Panulirus","MT_40",2031,403.092153039,128.707976918105,1218.71668429804,25.4377742640695,5.3532198179639,138.125324657705,"MPA 2020",0.0647559726607091
"2468","Panulirus","MT_40",2032,407.871737673117,129.802801023185,1229.35918401958,25.2279134930485,5.28327053441489,136.546777473731,"MPA 2020",0.063368939138763
"2469","Panulirus","MT_40",2033,412.268900784505,130.896502905001,1239.20532392224,24.9887814824523,5.21427249729418,134.848095714068,"MPA 2020",0.0620116221288073
"2470","Panulirus","MT_40",2034,416.339468014078,131.987183284756,1248.46099427251,24.7258155259635,5.14606324105257,133.070903302116,"MPA 2020",0.0606833842868319
"2471","Panulirus","MT_40",2035,420.130854533385,133.073045304993,1257.26556885245,24.4436486530663,5.07850657705134,131.243441612158,"MPA 2020",0.0593836020353695
"2472","Panulirus","MT_60",2015,245.680933527788,129.183015786359,422.96647611317,22.5777088124983,8.45094866601858,60.3190774789598,"MPA 2020",0.099105321655552
"2473","Panulirus","MT_60",2016,263.451779790632,128.890702633789,509.17078329668,23.8266627736801,8.23621893893514,72.0442934549804,"MPA 2020",0.0969821403376633
"2474","Panulirus","MT_60",2017,280.903496231595,128.804812665721,603.053062613872,25.0027543365353,8.04155614009877,84.8694181072235,"MPA 2020",0.0949044806469146
"2475","Panulirus","MT_60",2018,297.829111817222,128.899851999617,701.243957355157,26.0878911831755,7.86405673841372,98.3643387788563,"MPA 2020",0.0928713651953513
"2476","Panulirus","MT_60",2019,314.050101546669,129.153870405872,799.441460326291,27.0672568612035,7.701281711882,111.92986662563,"MPA 2020",0.0908818372255519
"2477","Panulirus","MT_60",2020,330.640021616102,129.876420983291,898.543968274662,26.7144951815159,7.22253384373382,119.435669817307,"MPA 2020",0.085064437330061
"2478","Panulirus","MT_60",2021,346.198169870855,130.680181423131,989.253252720178,27.4220214342592,7.08937946769753,130.571200966951,"MPA 2020",0.0832422081776953
"2479","Panulirus","MT_60",2022,360.60838675786,131.55165965216,1068.06818181496,28.009788200183,6.96521176817771,139.968845590235,"MPA 2020",0.0814590392291801
"2480","Panulirus","MT_60",2023,373.815936663139,132.48002380234,1133.50119216743,28.4795057215622,6.84879085696179,147.366203264276,"MPA 2020",0.0797140909823654
"2481","Panulirus","MT_60",2024,385.823592223887,133.456538969938,1186.06667276183,28.8360502638798,6.73904555254886,152.750261648595,"MPA 2020",0.0780065420276119
"2482","Panulirus","MT_60",2025,396.680603378555,134.474069197494,1227.57997090466,29.0867245410592,6.63504764705887,156.305358101016,"MPA 2020",0.076335588711435
"2483","Panulirus","MT_60",2026,406.468295079324,135.526662143182,1260.30554709671,29.2404835493252,6.53599106738242,158.327571300636,"MPA 2020",0.0747004447909748
"2484","Panulirus","MT_60",2027,415.28600290332,136.609221276212,1286.38402797287,29.3072093813055,6.44117484030126,159.143509600986,"MPA 2020",0.0731003410805272
"2485","Panulirus","MT_60",2028,423.239666931948,137.71726044179,1307.58920582188,29.2970909763271,6.34998903566187,159.055114467631,"MPA 2020",0.0715345250925251
"2486","Panulirus","MT_60",2029,430.433818749002,138.846729482168,1325.28768450502,29.2201365474885,6.26190305687328,158.313159479217,"MPA 2020",0.070002260675897
"2487","Panulirus","MT_60",2030,436.96664278571,139.993897016358,1340.48651232193,29.0858230049108,6.17645579373184,157.111664022222,"MPA 2020",0.0685028276547571
"2488","Panulirus","MT_60",2031,442.927371367205,141.155276511577,1353.90627329202,28.9028704960941,6.0932472624902,155.593642189942,"MPA 2020",0.0670355214700675
"2489","Panulirus","MT_60",2032,448.395260415341,142.327583354526,1366.05216927515,28.6791212380432,6.01193144174721,153.861061639113,"MPA 2020",0.0655996528264154
"2490","Panulirus","MT_60",2033,453.439548493081,143.507712876173,1377.2733334157,28.4214987398884,5.93221007691471,151.985004091038,"MPA 2020",0.0641945473454966
"2491","Panulirus","MT_60",2034,458.119980955281,144.692731614617,1387.80863355293,28.1360244316886,5.8538272755801,150.014305977805,"MPA 2020",0.0628195452273762
"2492","Panulirus","MT_60",2035,462.487626543184,145.879876193364,1397.82043661842,27.8278718653387,5.7765647545533,147.982249380374,"MPA 2020",0.0614740009201548
"2493","Scomberomorus","MT",2015,6869.07044333228,556.910282760177,0,2281.96850110598,90.7937549134772,57353.7935728123,"MPA 2020",0.359590366142786
"2494","Scomberomorus","MT",2016,7418.22284048048,668.49166381754,0,2417.12930388274,106.511449783255,0,"MPA 2020",0.351885939127181
"2495","Scomberomorus","MT",2017,7987.91781663671,803.042829082836,0,2554.44032038395,125.112254660179,0,"MPA 2020",0.344346668375158
"2496","Scomberomorus","MT",2018,8571.72501278293,964.816664016385,0,2691.68079691428,147.073833147823,0,"MPA 2020",0.336969014792343
"2497","Scomberomorus","MT",2019,9162.68584454014,1158.51760376699,0,2826.52215779999,172.915693686575,0,"MPA 2020",0.329749514080868
"2498","Scomberomorus","MT",2020,9882.40864200569,1398.00236133184,0,2827.9829702151,194.339356254839,0,"MPA 2020",0.308641267221907
"2499","Scomberomorus","MT",2021,10488.6834229063,1675.03484686886,0,2945.90850945136,228.035982987148,0,"MPA 2020",0.302028843056067
"2500","Scomberomorus","MT",2022,11063.3438432829,1997.33233791558,0,3055.51928313736,266.946982876727,0,"MPA 2020",0.295558162706313
"2501","Scomberomorus","MT",2023,11618.7548575272,2369.7494298191,0,3155.42758381932,311.428268099852,0,"MPA 2020",0.289226184466644
"2502","Scomberomorus","MT",2024,12152.446302459,2794.69981358753,0,3244.68277376811,361.644230609974,0,"MPA 2020",0.283029931385399
"2503","Scomberomorus","MT",2025,12662.1085948314,3271.77087000975,0,3322.78377365486,417.473200356074,0,"MPA 2020",0.276966490078685
"2504","Scomberomorus","MT",2026,13146.6231441554,3797.07067207281,0,3389.64913888275,478.410779737325,0,"MPA 2020",0.271033009555852
"2505","Scomberomorus","MT",2027,13605.9216254163,4362.70917139957,0,3445.55450658795,543.491837290858,0,"MPA 2020",0.265226700042163
"2506","Scomberomorus","MT",2028,14040.7572758519,4956.74528176102,0,3491.05088645563,611.259543390941,0,"MPA 2020",0.259544831790161
"2507","Scomberomorus","MT",2029,14452.4624158694,5563.84361136013,0,3526.8774850657,679.810925385978,0,"MPA 2020",0.253984733877516
"2508","Scomberomorus","MT",2030,14842.7228693227,6166.70656623202,0,3553.88025841865,746.937388120289,0,"MPA 2020",0.248543792994224
"2509","Scomberomorus","MT",2031,15213.3883735957,6748.0855545593,0,3572.9435040838,810.353469148362,0,"MPA 2020",0.243219452225196
"2510","Scomberomorus","MT",2032,15566.3272010267,7292.92431143953,0,3584.9378195241,867.974008843789,0,"MPA 2020",0.238009209835674
"2511","Scomberomorus","MT",2033,15903.3248553903,7790.0851438088,0,3590.68453445854,918.173993363385,0,"MPA 2020",0.232910618066763
"2512","Scomberomorus","MT",2034,16226.0214611676,8233.23531376497,0,3590.93462925575,959.963071814503,0,"MPA 2020",0.227921281947344
"2513","Scomberomorus","MT",2035,16535.8800034811,8620.77235199862,0,3586.35913545803,993.033603864978,0,"MPA 2020",0.223038858127164
"2514","Scomberomorus","MT_20",2015,8870.53015549609,705.664746225752,0,2738.36243327997,111.235484924785,67412.0075568058,"MPA 2020",0.339299452560735
"2515","Scomberomorus","MT_20",2016,9702.43300682853,850.565625670731,0,2945.28049323574,131.063646540434,0,"MPA 2020",0.332029815761449
"2516","Scomberomorus","MT_20",2017,10554.2473567758,1025.73850549852,0,3152.47603203752,154.591089690662,0,"MPA 2020",0.32491603186735
"2517","Scomberomorus","MT_20",2018,11412.7181715295,1236.80302652783,0,3355.77318279905,182.434156035675,0,"MPA 2020",0.317954759762633
"2518","Scomberomorus","MT_20",2019,12264.4472340298,1489.93903038639,0,3550.98427048146,215.259814744555,0,"MPA 2020",0.311142728411523
"2519","Scomberomorus","MT_20",2020,13259.4859120985,1802.7112311139,0,3571.72169698695,242.716583148273,0,"MPA 2020",0.291225656471219
"2520","Scomberomorus","MT_20",2021,14084.834381377,2164.97228837938,0,3732.4587260663,285.615284590212,0,"MPA 2020",0.284986457285219
"2521","Scomberomorus","MT_20",2022,14852.237534369,2586.33159042959,0,3876.36304631887,335.154432834707,0,"MPA 2020",0.27888100729621
"2522","Scomberomorus","MT_20",2023,15575.3628220229,3072.49698820031,0,4002.0705748234,391.735275458168,0,"MPA 2020",0.272906433865429
"2523","Scomberomorus","MT_20",2024,16252.4814448788,3625.71149308337,0,4109.13602477601,455.483250936475,0,"MPA 2020",0.26705992574954
"2524","Scomberomorus","MT_20",2025,16883.6942195245,4244.20051166528,0,4197.92279337145,526.122337724764,0,"MPA 2020",0.261338732077641
"2525","Scomberomorus","MT_20",2026,17470.9690325557,4921.35775783395,0,4269.42509835067,602.852867451715,0,"MPA 2020",0.255740161285827
"2526","Scomberomorus","MT_20",2027,18017.5293056312,5645.22504036007,0,4325.063211105,684.263787491182,0,"MPA 2020",0.250261580000495
"2527","Scomberomorus","MT_20",2028,18527.2921179891,6398.70830795199,0,4366.48742468614,768.318918659071,0,"MPA 2020",0.244900411874639
"2528","Scomberomorus","MT_20",2029,19004.4097313096,7160.80646986794,0,4395.41452653818,852.454044527175,0,"MPA 2020",0.239654136389909
"2529","Scomberomorus","MT_20",2030,19452.9362734785,7908.83379369586,0,4413.50741335358,933.800691409697,0,"MPA 2020",0.234520287640785
"2530","Scomberomorus","MT_20",2031,19876.6142730985,8621.23880679336,0,4422.29790178681,1009.51340376247,0,"MPA 2020",0.22949645311687
"2531","Scomberomorus","MT_20",2032,20278.760729072,9280.32786375418,0,4423.1462785616,1077.13317653667,0,"MPA 2020",0.224580272496634
"2532","Scomberomorus","MT_20",2033,20662.2271551566,9874.17193148914,0,4417.22843760312,1134.8937184237,0,"MPA 2020",0.219769436462367
"2533","Scomberomorus","MT_20",2034,21029.4091323875,10397.2610667116,0,4405.5414471135,1181.88881422263,0,"MPA 2020",0.215061685542525
"2534","Scomberomorus","MT_20",2035,21382.2851593716,10849.9259106197,0,4388.91984192649,1218.06702632839,0,"MPA 2020",0.21045480898479
"2535","Scomberomorus","MT_40",2015,10546.2872349102,830.488077786017,0,3194.75609690217,132.77443929763,76870.4944983324,"MPA 2020",0.334659689493738
"2536","Scomberomorus","MT_40",2016,11587.3407343872,999.230987108461,0,3453.79789767807,156.149289254515,0,"MPA 2020",0.327489458683179
"2537","Scomberomorus","MT_40",2017,12653.1016827675,1202.98063751654,0,3713.42931965949,183.850707602099,0,"MPA 2020",0.320472954475165
"2538","Scomberomorus","MT_40",2018,13725.6166681504,1448.21441645103,0,3968.09975652341,216.596237147729,0,"MPA 2020",0.313606881222463
"2539","Scomberomorus","MT_40",2019,14786.7889990894,1742.06600783364,0,4212.22721557226,255.163212486831,0,"MPA 2020",0.306888012204692
"2540","Scomberomorus","MT_40",2020,16013.1935964336,2105.15634935218,0,4247.40622075371,287.288554502443,0,"MPA 2020",0.287243310296459
"2541","Scomberomorus","MT_40",2021,17030.6372459951,2525.34373450151,0,4446.81594306909,337.618332530885,0,"MPA 2020",0.281089446139659
"2542","Scomberomorus","MT_40",2022,17972.5519111137,3013.95305867273,0,4624.19435022329,395.719236501517,0,"MPA 2020",0.275067504335491
"2543","Scomberomorus","MT_40",2023,18854.6174709199,3577.83299731389,0,4777.88613186226,462.078450343942,0,"MPA 2020",0.269174650787361
"2544","Scomberomorus","MT_40",2024,19675.1476962842,4219.92404681476,0,4907.49378602316,536.873106037856,0,"MPA 2020",0.263408112008683
"2545","Scomberomorus","MT_40",2025,20435.1325182518,4938.64790040835,0,5013.70255613907,619.825838534028,0,"MPA 2020",0.257765174152711
"2546","Scomberomorus","MT_40",2026,21137.9725271896,5726.95542901134,0,5098.01485880863,710.061990505914,0,"MPA 2020",0.252243181982556
"2547","Scomberomorus","MT_40",2027,21788.5913109672,6571.66455771528,0,5162.45606407384,806.002746435023,0,"MPA 2020",0.246839537773979
"2548","Scomberomorus","MT_40",2028,22392.6546876893,7453.59588251576,0,5209.30272647268,905.338893266924,0,"MPA 2020",0.241551700159207
"2549","Scomberomorus","MT_40",2029,22955.9610392925,8348.84278287423,0,5240.86463144637,1005.12843649527,0,"MPA 2020",0.236377182929385
"2550","Scomberomorus","MT_40",2030,23484.0210454142,9231.19736130051,0,5259.33198161064,1102.03972360939,0,"MPA 2020",0.231313553816297
"2551","Scomberomorus","MT_40",2031,23981.8081829653,10075.3316679197,0,5266.68413711811,1192.71908339477,0,"MPA 2020",0.226358433272507
"2552","Scomberomorus","MT_40",2032,24453.6437418747,10859.9789477706,0,5264.64812474282,1274.21127313379,0,"MPA 2020",0.221509493265045
"2553","Scomberomorus","MT_40",2033,24903.1765010036,11570.2816931425,0,5254.69259548833,1344.32766680054,0,"MPA 2020",0.2167644560931
"2554","Scomberomorus","MT_40",2034,25333.4217281627,12198.7538072224,0,5238.04398640321,1401.86454338674,0,"MPA 2020",0.212121093235968
"2555","Scomberomorus","MT_40",2035,25746.8320250547,12744.8058934736,0,5215.71439671255,1446.62416301928,0,"MPA 2020",0.207577224234134
"2556","Scomberomorus","MT_60",2015,11062.6702011714,959.379991070009,0,3651.14949649709,158.470290160043,84122.1208519872,"MPA 2020",0.358142978847905
"2557","Scomberomorus","MT_60",2016,11974.3244161156,1148.55447511112,0,3877.12909699418,185.428603765446,0,"MPA 2020",0.350469554500832
"2558","Scomberomorus","MT_60",2017,12920.1263534638,1375.93296642866,0,4106.72177280163,217.235342806675,0,"MPA 2020",0.342960623922517
"2559","Scomberomorus","MT_60",2018,13889.046490056,1648.35095516189,0,4336.1580014896,254.664864791765,0,"MPA 2020",0.335612662203345
"2560","Scomberomorus","MT_60",2019,14869.1357072483,1973.27458391034,0,4561.47146632028,298.54814384616,0,"MPA 2020",0.328422218874859
"2561","Scomberomorus","MT_60",2020,16056.2440350421,2373.75059852247,0,4570.75649278978,334.518967824666,0,"MPA 2020",0.307398935807792
"2562","Scomberomorus","MT_60",2021,17058.5135084671,2834.47297694635,0,4767.36760557719,391.262002230857,0,"MPA 2020",0.300813129049373
"2563","Scomberomorus","MT_60",2022,18007.3678863549,3367.62871208424,0,4949.78800213296,456.467190749192,0,"MPA 2020",0.294368496973541
"2564","Scomberomorus","MT_60",2023,18922.5198049165,3980.2443497365,0,5115.68308219349,530.606645436831,0,"MPA 2020",0.288062009856184
"2565","Scomberomorus","MT_60",2024,19799.8528558517,4675.06217670374,0,5263.48088791595,613.809654021076,0,"MPA 2020",0.281890702462824
"2566","Scomberomorus","MT_60",2025,20635.6722553459,5450.06335950113,0,5392.39005032523,705.714007081292,0,"MPA 2020",0.275851672881725
"2567","Scomberomorus","MT_60",2026,21428.3486288875,6297.59190300507,0,5502.3423694425,805.32256486473,0,"MPA 2020",0.269942081366191
"2568","Scomberomorus","MT_60",2027,22178.0469003909,7203.75951968251,0,5593.87846934948,910.900399166517,0,"MPA 2020",0.264159149170178
"2569","Scomberomorus","MT_60",2028,22886.3119552215,8148.64290083385,0,5668.00130957186,1019.95714194591,0,"MPA 2020",0.258500157368493
"2570","Scomberomorus","MT_60",2029,23555.6378328405,9107.59423272205,0,5726.02222269432,1129.35624007765,0,"MPA 2020",0.252962445659868
"2571","Scomberomorus","MT_60",2030,24189.0738334097,10053.6729860963,0,5769.41916621054,1235.57023596102,0,"MPA 2020",0.247543411156637
"2572","Scomberomorus","MT_60",2031,24789.8993282984,10960.8049814993,0,5799.71957509068,1335.05887014524,0,"MPA 2020",0.242240507168065
"2573","Scomberomorus","MT_60",2032,25361.3794356136,11806.9423561915,0,5818.41295759442,1424.69777677312,0,"MPA 2020",0.23705124198569
"2574","Scomberomorus","MT_60",2033,25906.5991639457,12576.4250130968,0,5826.89271284049,1502.15398175131,0,"MPA 2020",0.231973177678644
"2575","Scomberomorus","MT_60",2034,26428.3649214962,13261.0039732695,0,5826.42311452877,1566.11201512568,0,"MPA 2020",0.227003928905717
"2576","Scomberomorus","MT_60",2035,26929.1585956446,13859.4565904361,0,5818.12583175715,1616.30294204955,0,"MPA 2020",0.22214116174914
"2577","Sphoeroides","MT",2015,31.4638274022142,7.33368157207411,55.109757723652,2.49535881646942,0.326797293407656,19.0540539946179,"MPA 2020",0.112015784342521
"2578","Sphoeroides","MT",2016,44.1448766812806,9.66576073358909,71.5185409066571,3.44892474217317,0.422158749588357,24.2235012861814,"MPA 2020",0.109615549884769
"2579","Sphoeroides","MT",2017,61.3236578486933,12.7087864691043,92.4675064607823,4.73527911628915,0.544480815455959,30.762387485999,"MPA 2020",0.107266787728894
"2580","Sphoeroides","MT",2018,83.9793866393241,16.6521430712608,118.722841963175,6.43704670011869,0.700557043412518,38.9209693031491,"MPA 2020",0.10496840739672
"2581","Sphoeroides","MT",2019,112.757597055078,21.714733610176,150.797028692124,8.62630750060348,0.89826099485389,48.9014861431562,"MPA 2020",0.102719343946293
"2582","Sphoeroides","MT",2020,147.983586660875,28.1838416394091,191.312373222783,10.8409557678664,1.0963659979122,58.1365892241252,"MPA 2020",0.0961439056081603
"2583","Sphoeroides","MT",2021,187.859900460981,36.2663719379767,238.301753796685,13.8764927218362,1.390033140187,71.178140610775,"MPA 2020",0.0940840966016786
"2584","Sphoeroides","MT",2022,229.260119855032,46.1511377881635,289.421932322274,17.1872887681851,1.74741082960427,85.4562245823747,"MPA 2020",0.0920685259805303
"2585","Sphoeroides","MT",2023,268.041244569497,57.9149031656577,340.368380270845,20.4794187095106,2.17270672698059,100.196713931047,"MPA 2020",0.090096245217394
"2586","Sphoeroides","MT",2024,300.529599180887,71.4462065837131,386.424504806585,23.4008590351218,2.66455028119207,114.385167348191,"MPA 2020",0.0881663155182935
"2587","Sphoeroides","MT",2025,324.976986644582,86.3789582953928,425.1052263,25.6676813937859,3.21324217914152,126.997407626666,"MPA 2020",0.0862778096630705
"2588","Sphoeroides","MT",2026,341.828886741403,102.073580792233,456.406938933917,27.1717360027934,3.79879484882489,137.28571221668,"MPA 2020",0.084429817046508
"2589","Sphoeroides","MT",2027,352.807182647942,117.683628288626,481.235012844749,27.9870093494355,4.39121861294904,144.965697747837,"MPA 2020",0.0826214488026645
"2590","Sphoeroides","MT",2028,359.819408708958,132.314750234972,500.780129046534,28.2854158734883,4.95428060570209,150.201714437821,"MPA 2020",0.0808518402855894
"2591","Sphoeroides","MT",2029,364.377783131089,145.226524325426,516.33351448095,28.2446037015512,5.45255835620024,153.433426460462,"MPA 2020",0.0791201507228138
"2592","Sphoeroides","MT",2030,367.495237886155,155.987800862791,529.06241811899,28.0011377028294,5.8594521656828,155.174375553298,"MPA 2020",0.0774255614675868
"2593","Sphoeroides","MT",2031,369.789370820919,164.516958126721,539.87970258265,27.6444980542883,6.16258263552653,155.878562344203,"MPA 2020",0.0757672741079953
"2594","Sphoeroides","MT",2032,371.617100881162,171.008992885018,549.431391353433,27.2281606113682,6.36420300393501,155.890235198916,"MPA 2020",0.0741445089500098
"2595","Sphoeroides","MT",2033,373.178471178587,175.809497501792,558.145002058657,26.7824235276308,6.47719977387578,155.446830869528,"MPA 2020",0.0725565039189829
"2596","Sphoeroides","MT",2034,374.583655733938,179.299882471581,566.290994097917,26.3239283947262,6.519411096805,154.702656768191,"MPA 2020",0.0710025137711734
"2597","Sphoeroides","MT",2035,375.892754317765,181.825331982469,574.035428049571,25.8616503805627,6.50887712625821,153.754495933276,"MPA 2020",0.0694818095024061
"2598","Sphoeroides","MT_20",2015,39.0490975268045,8.7742728615066,63.814445515127,2.99443065781534,0.402600489748569,22.2717338700961,"MPA 2020",0.107943961228907
"2599","Sphoeroides","MT_20",2016,54.5943582789362,11.5193614677681,82.0123057523943,4.12479442457717,0.51799912978009,28.0205688971194,"MPA 2020",0.10563097960832
"2600","Sphoeroides","MT_20",2017,75.5609299442899,15.0890252384477,105.106268035556,5.64328778307602,0.665486258617556,35.2395156840585,"MPA 2020",0.103367599894536
"2601","Sphoeroides","MT_20",2018,103.084134812132,19.700398137255,133.938915426493,7.64319746145648,0.853030861182609,44.1949458579266,"MPA 2020",0.101152771241589
"2602","Sphoeroides","MT_20",2019,137.878289452153,25.6046784562654,169.131920597377,10.2038312563203,1.08986207028168,55.1117244191986,"MPA 2020",0.0989854673070348
"2603","Sphoeroides","MT_20",2020,180.255068786621,33.1357905739195,213.779568340242,12.7742930062222,1.32581976791629,65.1375976521723,"MPA 2020",0.0926490534295119
"2604","Sphoeroides","MT_20",2021,228.014248243981,42.5336314503041,266.005460065218,16.2899699987191,1.67596286968458,79.4516315272573,"MPA 2020",0.0906641243829843
"2605","Sphoeroides","MT_20",2022,277.431793736442,54.0254238979935,323.725023751046,20.1070320800369,2.10156584934734,95.2693644600022,"MPA 2020",0.0887218250882931
"2606","Sphoeroides","MT_20",2023,323.651319258872,67.7193234290533,382.658329952026,23.8887710421708,2.60803541396901,111.86298451588,"MPA 2020",0.0868212411662104
"2607","Sphoeroides","MT_20",2024,362.406448845411,83.5193837393962,437.565109952978,27.2378146559335,3.19461945074561,128.217906317667,"MPA 2020",0.0849614678834067
"2608","Sphoeroides","MT_20",2025,391.671601309238,101.047423026781,485.056879027482,29.8369804501825,3.85123776896809,143.224576304249,"MPA 2020",0.0831416119533323
"2609","Sphoeroides","MT_20",2026,411.953765756645,119.611609642668,524.504883473365,31.5666755313779,4.55604437621998,155.958763407676,"MPA 2020",0.0813607962374773
"2610","Sphoeroides","MT_20",2027,425.246234204147,138.265038914296,556.523364632779,32.5102321327017,5.27530792156408,165.917962714173,"MPA 2020",0.0796181644794032
"2611","Sphoeroides","MT_20",2028,433.778884914142,155.969208352178,582.14825406511,32.8606965726739,5.96708387354634,173.086940554267,"MPA 2020",0.0779128836038364
"2612","Sphoeroides","MT_20",2029,439.33868034048,171.818544155021,602.674544650615,32.8188279315512,6.58879367149281,177.819294622645,"MPA 2020",0.076244143412981
"2613","Sphoeroides","MT_20",2030,443.136066259025,185.232088024671,619.414054696431,32.5404013556287,7.10648639804294,180.636413644574,"MPA 2020",0.0746111549701344
"2614","Sphoeroides","MT_20",2031,445.917266609399,196.027746477613,633.486043774082,32.1285597643196,7.50187282427455,182.057866112801,"MPA 2020",0.0730131488264807
"2615","Sphoeroides","MT_20",2032,448.118162255886,204.364444891501,645.738214081148,31.6456067597757,7.77402711528613,182.511673324437,"MPA 2020",0.0714493735811123
"2616","Sphoeroides","MT_20",2033,449.98557582952,210.608226735416,656.763051674528,31.127213167711,7.93570708339271,182.312304473223,"MPA 2020",0.0699190948275589
"2617","Sphoeroides","MT_20",2034,451.656802220333,215.196101600832,666.952774798154,30.5931700777785,8.00700807813075,181.674592490015,"MPA 2020",0.0684215943920849
"2618","Sphoeroides","MT_20",2035,453.207458790255,218.541874978046,676.557641450438,30.0542548483766,8.00948677303522,180.738737588735,"MPA 2020",0.0669561697601941
"2619","Sphoeroides","MT_40",2015,43.3082471599506,9.71745541270355,74.1203449774972,3.49350232588187,0.437776524263557,27.8785018934803,"MPA 2020",0.113810088488628
"2620","Sphoeroides","MT_40",2016,60.7056544859459,12.8434049781157,93.8176100258171,4.82330034252732,0.567048054438752,34.5154408645197,"MPA 2020",0.11137140519018
"2621","Sphoeroides","MT_40",2017,84.2646157926973,16.9360940011685,118.540444625022,6.61600685664075,0.733398923933254,42.7516923988675,"MPA 2020",0.108985018161239
"2622","Sphoeroides","MT_40",2018,115.336082120557,22.2589230183713,149.11977621996,8.98680604511567,0.946381431515182,52.8601709102272,"MPA 2020",0.106649819269626
"2623","Sphoeroides","MT_40",2019,154.829919210741,29.1193314307122,186.186830109489,12.0370186453367,1.21716672383277,65.0714458448838,"MPA 2020",0.104364726320032
"2624","Sphoeroides","MT_40",2020,203.253730809899,37.9229999077175,233.39239919912,15.1243991302916,1.49037632691625,76.0454192481825,"MPA 2020",0.0976839567403355
"2625","Sphoeroides","MT_40",2021,258.212536549627,48.9734902515496,288.838355319399,19.3634738687095,1.89597761125298,91.9004330212197,"MPA 2020",0.0955911478623103
"2626","Sphoeroides","MT_40",2022,315.490529026124,62.5560512202039,350.691677888005,23.9996488830614,2.39193172938597,109.446319816817,"MPA 2020",0.093543285152984
"2627","Sphoeroides","MT_40",2023,369.417718624254,78.8077158832888,414.720206579837,28.6289959503016,2.98521282123637,127.989903299825,"MPA 2020",0.0915394053322417
"2628","Sphoeroides","MT_40",2024,414.867629030403,97.607174237257,475.374534387737,32.7611928523182,3.67518797980976,146.53724360536,"MPA 2020",0.0895785551577827
"2629","Sphoeroides","MT_40",2025,449.287798790622,118.473404683498,528.883261125456,35.9924166357046,4.44952276354667,163.951227073242,"MPA 2020",0.0876597930807815
"2630","Sphoeroides","MT_40",2026,473.157074686425,140.527046730189,574.455356613107,38.158564672398,5.28101991125802,179.205863440263,"MPA 2020",0.0857821941796313
"2631","Sphoeroides","MT_40",2027,488.7843496574,162.572922799728,612.514590186787,39.3516629234041,6.12752937127944,191.633850193614,"MPA 2020",0.0839448553427501
"2632","Sphoeroides","MT_40",2028,498.80066447924,183.321213149882,643.797184184923,39.8072190216061,6.93690432777133,201.04476846182,"MPA 2020",0.0821468979041593
"2633","Sphoeroides","MT_40",2029,505.322808844211,201.682100875981,669.374061509383,39.7745869460951,7.65705447369035,207.66718420612,"MPA 2020",0.08038746741906
"2634","Sphoeroides","MT_40",2030,509.782631572515,217.003111245828,690.488990626121,39.4481737454517,8.24789701466636,211.976459549623,"MPA 2020",0.0786657319564928
"2635","Sphoeroides","MT_40",2031,513.059331130816,229.140864691244,708.314092509447,38.9565948068218,8.68985508850827,214.514175876237,"MPA 2020",0.0769808801940625
