"","Name","Adjusted","Year","Leave_est","Arrive_est","Surplus_est","Catch_est","Biomass_est","Leave_lo","Arrive_lo","Surplus_lo","Catch_lo","Biomass_lo","Leave_hi","Arrive_hi","Surplus_hi","Catch_hi","Biomass_hi","Status"
"20","Anisotremus","MT",2035,191.647254175268,191.647254175268,10.0449161991153,9.28313511952777,192.409035254856,47.7053405126735,47.7053405126735,1.70869451441787,1.69739870193582,47.7166363251556,797.624778876712,797.624778876712,46.8827807322538,46.6891654181,797.818394190865,"MPA"
"21","Anisotremus","MT_20",2016,80.0235023581804,80.0235023581804,16.3424863658903,3.81806791244659,92.5479208116241,57.2407860240042,57.2407860240042,2.23069989041301,2.00267528213731,57.4688106322799,129.861231063574,129.861231063574,55.9185040497022,7.45162988284734,178.328105230429,"MPA"
"22","Anisotremus","MT_20",2017,92.5479208116241,92.5479208116241,17.7684403004802,4.40803339047352,105.908327721631,57.4688106322799,57.4688106322799,2.21014959115281,2.00807922604531,57.6708809973874,178.328105230429,178.328105230429,73.0076247602936,10.2136290907839,241.122100899938,"MPA"
"23","Anisotremus","MT_20",2018,105.908327721631,105.908327721631,18.9504815139499,5.03636828864747,119.822440946933,57.6708809973874,57.6708809973874,2.19132907272954,2.01275324353777,57.8494568265791,241.122100899938,241.122100899938,92.087664440129,13.7863158751384,319.423449464929,"MPA"
"24","Anisotremus","MT_20",2019,119.822440946933,119.822440946933,19.8092521353647,5.69064523882939,133.941047843469,57.8494568265791,57.8494568265791,2.17433737109597,2.01725799654997,58.0065362011251,319.423449464929,319.423449464929,111.036581518389,18.2365285417508,412.223502441567,"MPA"
"25","Anisotremus","MT_20",2020,133.941047843469,133.941047843469,20.2923526370548,6.35422897998632,147.879171500537,58.0065362011251,58.0065362011251,2.15908990204183,2.02108627381623,58.1445398293507,412.223502441567,412.223502441567,126.532081703901,23.5080971406526,515.247487004815,"MPA"
"26","Anisotremus","MT_20",2021,147.879171500537,147.879171500537,20.3859620982362,7.00984023661109,161.255293362162,58.1445398293507,58.1445398293507,2.14553792727686,2.02476597019571,58.2653117864319,515.247487004815,515.247487004815,134.893571063668,29.3632198905487,620.777838177935,"MPA"
"27","Anisotremus","MT_20",2022,161.255293362162,161.255293362162,20.1181709932439,7.63941312647882,173.734051228927,58.2653117864319,58.2653117864319,2.13351889164071,2.02779519488541,58.3710354831872,620.777838177935,620.777838177935,133.828738635583,35.3704171799646,719.236159633553,"MPA"
"28","Anisotremus","MT_20",2023,173.734051228927,173.734051228927,19.5533268789596,8.22782555112017,185.059552556767,58.3710354831872,58.3710354831872,2.12294598771215,2.03076712739398,58.4632143435054,719.236159633553,719.236159633553,124.071151077796,40.9910818295725,802.316228881776,"MPA"
"29","Anisotremus","MT_20",2024,185.059552556767,185.059552556767,18.7781623110902,8.76262059551434,195.075094272342,58.4632143435054,58.4632143435054,2.11363347209349,2.03310107439919,58.5437467411997,802.316228881776,802.316228881776,109.278449359114,45.7517868967563,865.842891344134,"MPA"
"30","Anisotremus","MT_20",2025,195.075094272342,195.075094272342,17.8852882232632,9.23681593609934,203.723566559506,58.5437467411997,58.5437467411997,2.10550180087597,2.0354969051038,58.6137516369718,865.842891344134,865.842891344134,93.9306223549152,49.4075579003842,910.365955798665,"MPA"
"31","Anisotremus","MT_20",2026,203.723566559506,203.723566559506,16.9581565005112,9.64694946639159,211.034773593626,58.6137516369718,58.6137516369718,2.09836451808896,2.03724526910601,58.6748708859548,910.365955798665,910.365955798665,81.0946442611653,51.980027700408,939.480572359423,"MPA"
"32","Anisotremus","MT_20",2027,211.034773593626,211.034773593626,16.0620120076609,9.99479004095734,217.101995560329,58.6748708859548,58.6748708859548,2.09216938984284,2.03919156152335,58.7278487142743,939.480572359423,939.480572359423,71.776401508605,53.6684287635416,957.588545104486,"MPA"
"33","Anisotremus","MT_20",2028,217.101995560329,217.101995560329,15.2403393699607,10.283747386206,222.058587544084,58.7278487142743,58.7278487142743,2.08673513072326,2.04045159140609,58.7741322535914,957.588545104486,957.588545104486,65.6128877233696,54.7213399730632,968.480092854793,"MPA"
