,Name,Adjusted,r,r.low,r.hi,k,k.low,k.hi,msy,msy.low,msy.hi,bmsy,bmsy.low,bmsy.hi,Year,catch,catch_ma,b,b_lo,b_hi,bbmsy,bbmsy_lo,bbmsy_hi,s,s_lo,s_hi,f,f_lo,f_hi,fmsy,fmsy_lo,fmsy_hi,ffmsy,ffmsy_lo,ffmsy_hi,er
12,Cephalopholis,IUU_40,0.453277844,0.39167906,0.524564177,2133.601265,1409.249087,3230.269511,241.7785452,142.7916111,409.3858489,1066.800633,704.6245435,1615.134756,2015,321.646318,232.8149693,579.619592,47.55939165,843.053021,0.54332513,0.044581331,0.790262956,0.271662565,0.022290665,0.395131478,0.55492658,0.38152561,6.763045254,0.226638922,0.19583953,0.262282089,2.448505207,1.683407275,29.84061695,2.448505207
13,Cephalopholis,IUU_60,0.453277844,0.39167906,0.524564177,2426.258773,1607.834656,3661.27923,274.9423362,163.4289128,462.5453779,1213.129386,803.9173282,1830.639615,2015,367.595792,266.0742507,674.6391987,57.72274829,958.3254519,0.556114794,0.047581692,0.789961452,0.278057397,0.023790846,0.394980726,0.544877607,0.383581372,6.368300243,0.226638922,0.19583953,0.262282089,2.404166073,1.692477926,28.09888165,2.404166073
14,Dasyatis,IUU_0,0.609570907,0.42284483,0.87875425,936.6880261,574.6575905,1526.795213,142.7444425,112.2038309,181.5978626,468.344013,287.3287953,763.3976064,2015,99.2017,98.16716667,382.4108855,287.1483347,538.2206558,0.816517079,0.613114136,1.149199394,0.40825854,0.306557068,0.574599697,0.259411287,0.184314182,0.345471967,0.304785454,0.211422415,0.439377125,0.851127519,0.604734183,1.133492307,0.851127519
15,Dasyatis,IUU_20,0.609570907,0.42284483,0.87875425,1135.749931,699.0311778,1845.308116,173.080029,136.9111272,218.8039573,567.8749655,349.5155889,922.6540579,2015,119.04204,117.8006,475.0488331,347.0896294,659.2360554,0.836537727,0.611207837,1.160882405,0.418268864,0.305603919,0.580441202,0.250589059,0.180575742,0.342972045,0.304785454,0.211422415,0.439377125,0.82218182,0.592468374,1.125290072,0.82218182
16,Dasyatis,IUU_40,0.609570907,0.42284483,0.87875425,1323.909335,816.4588358,2146.753579,201.7541537,160.2153879,254.0626031,661.9546676,408.2294179,1073.376789,2015,138.88238,137.4340333,553.6280362,404.2903962,767.3715805,0.836353399,0.610752391,1.159250955,0.418176699,0.305376196,0.579625477,0.250858647,0.180984524,0.343521343,0.304785454,0.211422415,0.439377125,0.823066337,0.593809585,1.127092318,0.823066337
17,Dasyatis,IUU_60,0.609570907,0.42284483,0.87875425,1510.700763,925.0989447,2466.997512,230.2198086,180.3077768,293.9482769,755.3503814,462.5494724,1233.498756,2015,158.72272,157.0674667,629.4475098,460.8823846,875.0362619,0.833318583,0.610157082,1.158450811,0.416659292,0.305078541,0.579225405,0.252161964,0.181389877,0.344388775,0.304785454,0.211422415,0.439377125,0.827342514,0.595139548,1.129938359,0.827342514
18,Epinephelus,IUU_0,0.447087927,0.40753641,0.490477928,773.1202243,627.8160296,952.0541897,86.41317952,68.8987422,108.3798827,386.5601122,313.9080148,476.0270948,2015,423.57876,241.1251533,269.1341691,143.779346,307.403407,0.696228505,0.371945634,0.795227954,0.348114253,0.185972817,0.397613977,1.573857238,1.377924741,2.946033432,0.223543963,0.203768205,0.245238964,7.040481947,6.163998888,13.17876532,7.040481947
19,Epinephelus,IUU_20,0.451017111,0.414549662,0.490692559,917.3897543,755.3320411,1114.217212,103.4396192,83.36808882,128.3435301,458.6948772,377.6660206,557.1086062,2015,508.294512,289.350184,319.4220267,178.2681128,364.6706281,0.696371472,0.38864204,0.795017878,0.348185736,0.19432102,0.397508939,1.591294493,1.393845495,2.851292382,0.225508556,0.207274831,0.24534628,7.056470603,6.180898509,12.64383241,7.056470603
20,Epinephelus,IUU_40,0.447087927,0.40753641,0.490477928,1083.033991,881.9649294,1329.942479,121.0528553,97.05214056,150.9888777,541.5169953,440.9824647,664.9712396,2015,593.010264,337.5752147,385.1083704,203.2538675,431.0453037,0.711165806,0.375341622,0.795995892,0.355582903,0.187670811,0.397997946,1.53985296,1.375749275,2.917584158,0.223543963,0.203768205,0.245238964,6.888367448,6.154267173,13.05150054,6.888367448
21,Epinephelus,IUU_60,0.441534111,0.3977228,0.490171475,1262.805811,1019.223016,1564.602144,139.3929603,112.40381,172.8624446,631.4029053,509.6115078,782.301072,2015,677.726016,385.8002453,453.841143,275.6933483,502.4458167,0.718782158,0.436636173,0.795761015,0.359391079,0.218318087,0.397880507,1.493311099,1.348853933,2.458260311,0.220767056,0.1988614,0.245085738,6.764193575,6.109851534,11.13508673,6.764193575
22,Lutjanus,IUU_0,0.378136514,0.307547725,0.464926942,954.6044883,603.0651159,1511.063574,90.24270341,54.99898688,148.0708278,477.3022442,301.532558,755.5317868,2015,40.62644,25.28468,178.0565897,99.40943486,282.8133463,0.373047879,0.208273554,0.592524652,0.186523939,0.104136777,0.296262326,0.228165889,0.143651071,0.408677909,0.141063024,0.114730026,0.173440009,1.617474809,1.018346737,2.897129923,1.206791093
23,Lutjanus,IUU_20,0.378136514,0.307547725,0.464926942,1129.713639,713.2197791,1789.424442,106.7964943,65.00392206,175.4585083,564.8568193,356.6098896,894.7122208,2015,48.751728,30.341616,215.2914738,118.0129249,333.9769696,0.381143445,0.208925379,0.591259516,0.190571722,0.104462689,0.295629758,0.226445233,0.145973323,0.413104988,0.144124254,0.117219799,0.177203856,1.571180614,1.012829689,2.866311383,1.197690383
24,Lutjanus,IUU_40,0.378136514,0.307547725,0.464926942,1333.376811,846.7806186,2099.591892,126.0496149,77.61534203,204.7083089,666.6884057,423.3903093,1049.795946,2015,56.877016,35.398552,256.8747116,137.372395,393.6817034,0.385299503,0.206051873,0.5905033,0.192649752,0.103025937,0.29525165,0.221419289,0.144474624,0.414035265,0.145695811,0.118497986,0.17913612,1.519736822,0.99161824,2.841778787,1.171107686
25,Lutjanus,IUU_60,0.378136514,0.307547725,0.464926942,1523.654452,961.6547539,2414.091833,144.0373458,87.62296579,236.7730513,761.8272258,480.8273769,1207.045917,2015,65.002304,40.455488,289.0073386,156.7652023,448.9350018,0.379360738,0.205775269,0.589287159,0.189680369,0.102887634,0.29464358,0.224915756,0.144792239,0.41464753,0.143450147,0.116671532,0.176375028,1.567901884,1.009355806,2.890534021,1.189600831
26,Micropogonias,IUU_0,0.618783392,0.435395703,0.879413562,1419.414685,677.5283687,2973.658583,219.5775583,102.6300273,469.7875017,709.7073426,338.7641843,1486.829291,2015,137.7817,111.0560333,383.6710374,155.642878,559.2983194,0.540604577,0.219305718,0.788068949,0.270302288,0.109652859,0.394034474,0.359114154,0.246347424,0.885242561,0.309391696,0.217697851,0.439706781,1.160710383,0.796231531,2.861235686,1.160710383
27,Micropogonias,IUU_20,0.618783392,0.435395703,0.879413562,1615.581767,791.386635,3298.140671,249.9237914,122.8931247,508.2619688,807.7908837,395.6933175,1649.070335,2015,165.33804,133.26724,435.9595167,172.0674467,637.527121,0.539693534,0.213009889,0.789222971,0.269846767,0.106504945,0.394611485,0.379250902,0.259342755,0.960890878,0.309391696,0.217697851,0.439706781,1.22579535,0.838234376,3.105742303,1.22579535
28,Micropogonias,IUU_40,0.618783392,0.435395703,0.879413562,1925.509935,917.6681913,4040.22777,297.8683922,138.7974521,639.245013,962.7549676,458.8340957,2020.113885,2015,192.89438,155.4784467,543.7845807,204.9724797,763.3878988,0.564821371,0.212902022,0.792920239,0.282410685,0.106451011,0.396460119,0.354725726,0.252681999,0.94107453,0.309391696,0.217697851,0.439706781,1.14652633,0.81670582,3.041692917,1.14652633
29,Micropogonias,IUU_60,0.618783392,0.435395703,0.879413562,2186.573076,1055.199171,4530.99467,338.2537761,161.5264194,708.3399576,1093.286538,527.5995853,2265.497335,2015,220.45072,177.6896533,597.4284873,239.5981396,862.6986668,0.546451883,0.21915402,0.789087432,0.273225941,0.10957701,0.394543716,0.368999344,0.255536178,0.920085274,0.309391696,0.217697851,0.439706781,1.192660789,0.825930952,2.973852519,1.192660789
30,Mugil,IUU_0,0.579117434,0.519799302,0.645204796,3402.739774,2623.255019,4413.843826,492.6464816,365.6479319,663.7547614,1701.369887,1311.62751,2206.921913,2015,227.074,220.2056667,659.144702,355.7969001,1006.595031,0.387419988,0.209123779,0.591637973,0.193709994,0.104561889,0.295818986,0.344497952,0.225586252,0.638212418,0.22436167,0.20138064,0.249965234,1.535458141,1.005458072,2.844569749,1.189734351
31,Mugil,IUU_20,0.579117434,0.519799302,0.645204796,4115.236708,3175.400396,5333.240237,595.8013306,442.993472,801.319315,2057.618354,1587.700198,2666.620118,2015,272.4888,264.2468,815.6333135,426.238786,1220.016119,0.396396791,0.207151528,0.59292634,0.198198396,0.103575764,0.29646317,0.33408248,0.223348524,0.639286731,0.229560293,0.206046775,0.255757111,1.455314749,0.972940581,2.784831485,1.153764194
32,Mugil,IUU_40,0.579117434,0.519799302,0.645204796,4797.346624,3711.020989,6201.671911,694.5567666,518.9641227,929.5615649,2398.673312,1855.510495,3100.835956,2015,317.9036,308.2879333,915.6382276,495.5706415,1420.596173,0.381726942,0.206601974,0.592242456,0.190863471,0.103300987,0.296121228,0.347193455,0.223781822,0.641489978,0.221064727,0.198421398,0.246292053,1.570551123,1.012290948,2.901819693,1.199043354
33,Mugil,IUU_60,0.579117434,0.519799302,0.645204796,5453.86088,4213.645165,7059.113269,789.6064794,588.5522362,1059.342492,2726.93044,2106.822582,3529.556634,2015,363.3184,352.3290667,1054.390635,568.7470756,1606.429865,0.386658427,0.208566771,0.589098219,0.193329214,0.104283385,0.294549109,0.344576657,0.226165118,0.638804867,0.223920636,0.20098478,0.249473871,1.53883386,1.01002356,2.852818204,1.19000616
34,Octopus,IUU_0,0.66365025,0.556688189,0.791164,3918.411236,2961.779781,5184.027088,650.1136492,540.5684168,781.858029,1959.205618,1480.889891,2592.013544,2015,485.18524,575.75016,1127.901819,136.9987594,1553.583526,0.575693438,0.069925667,0.792966043,0.287846719,0.034962833,0.396483021,0.430166201,0.312300711,3.541530172,0.331825125,0.278344095,0.395582,1.296364163,0.941160532,10.6728813,1.296364163
35,Octopus,IUU_20,0.65704682,0.545937925,0.790768517,4762.917687,3609.902814,6284.209318,782.3649799,653.3672416,936.8314216,2381.458844,1804.951407,3142.104659,2015,582.222288,690.900192,1398.737749,181.0693678,1893.348118,0.587344918,0.076032961,0.795037094,0.293672459,0.038016481,0.397518547,0.416248356,0.307509371,3.215465405,0.32852341,0.272968963,0.395384259,1.26702799,0.93603488,9.787629458,1.26702799
36,Octopus,IUU_40,0.645648526,0.527622085,0.790076897,5676.62852,4197.604067,7676.786767,916.2767097,753.2370454,1114.606635,2838.31426,2098.802033,3838.393383,2015,679.259336,806.050224,1623.564186,166.3004216,2254.105571,0.572017063,0.058591265,0.794170541,0.286008531,0.029295632,0.39708527,0.418375413,0.301343178,4.084531655,0.322824263,0.263811042,0.395038449,1.29598503,0.933458888,12.65249276,1.29598503
37,Octopus,IUU_60,0.661993197,0.553980938,0.791065111,6283.983756,4814.684426,8201.669797,1039.988624,874.8707267,1236.26989,3141.991878,2407.342213,4100.834899,2015,776.296384,921.200256,1815.350591,169.6152162,2488.496188,0.577770619,0.05398334,0.792012292,0.288885309,0.02699167,0.396006146,0.427628904,0.311954018,4.576808623,0.330996598,0.276990469,0.395532555,1.291943502,0.942468954,13.82735849,1.291943502
38,Panulirus,IUU_0,0.282239296,0.163449697,0.487361077,288.0680967,130.8031128,634.4132534,20.32603422,12.61801255,32.7426895,144.0340484,65.40155642,317.2066267,2015,14.42,16.60953333,113.8093844,87.73588284,152.1465394,0.790156117,0.609132936,1.056323426,0.395078059,0.304566468,0.528161713,0.126703084,0.094777049,0.164356926,0.141119648,0.081724848,0.243680538,0.897841554,0.671607747,1.164663661,0.897841554
39,Panulirus,IUU_20,0.282239296,0.163449697,0.487361077,347.4078225,157.9477293,764.1274469,24.51303483,15.25510161,39.38937226,173.7039113,78.97386466,382.0637235,2015,17.304,19.93144,137.0416873,105.6574796,181.2714258,0.788938409,0.608261949,1.043565596,0.394469204,0.304130975,0.521782798,0.126268148,0.095459061,0.163774491,0.141119648,0.081724848,0.243680538,0.894759513,0.676440608,1.160536422,0.894759513
40,Panulirus,IUU_40,0.282239296,0.163449697,0.487361077,407.8996522,186.0766985,894.1588477,28.78132768,18.03017651,45.94324535,203.9498261,93.03834923,447.0794238,2015,20.188,23.25334667,161.7651652,123.9454185,213.3366519,0.793161574,0.607725051,1.046025172,0.396580787,0.303862526,0.523012586,0.124798191,0.094629778,0.162878146,0.141119648,0.081724848,0.243680538,0.884343129,0.670564158,1.154184754,0.884343129
41,Panulirus,IUU_60,0.282239296,0.163449697,0.487361077,464.5223094,210.825228,1023.506427,32.77661241,20.32810133,52.8483356,232.2611547,105.412614,511.7532137,2015,23.072,26.57525333,182.7259335,141.256446,244.0529115,0.786726191,0.608179384,1.050769388,0.393363095,0.304089692,0.525384694,0.126265602,0.094536877,0.163334139,0.141119648,0.081724848,0.243680538,0.894741475,0.669905842,1.157416003,0.894741475
42,Scomberomorus,IUU_0,0.636036072,0.461568411,0.876450545,22733.48617,14254.38622,36256.30633,3614.829312,2714.457022,4813.850744,11366.74308,7127.19311,18128.15317,2015,2331.932,1913.477333,9775.850773,7140.363911,11303.07202,0.860039741,0.628180285,0.994398478,0.43001987,0.314090143,0.497199239,0.238540057,0.206309576,0.326584475,0.318018036,0.230784205,0.438225272,0.750083423,0.648735458,1.02693696,0.750083423
43,Scomberomorus,IUU_20,0.636036072,0.461568411,0.876450545,26859.75661,16732.07863,43117.56722,4270.943523,3166.380287,5760.823692,13429.8783,8366.039314,21558.78361,2015,2798.3184,2296.1728,11595.12193,8361.104466,13371.74632,0.863382502,0.62257485,0.995671444,0.431691251,0.311287425,0.497835722,0.241335832,0.209270976,0.334682865,0.318018036,0.230784205,0.438225272,0.75887467,0.658047507,1.052402151,0.75887467
44,Scomberomorus,IUU_40,0.636036072,0.456975729,0.885259019,31352.61965,19506.39678,50393.04645,4985.349263,3686.95138,6740.991329,15676.30982,9753.198389,25196.52322,2015,3264.7048,2678.868267,13192.63729,9744.172701,15582.65088,0.84156523,0.621585871,0.994025447,0.420782615,0.310792936,0.497012724,0.247464152,0.209508948,0.335041763,0.318018036,0.228487864,0.442629509,0.778145023,0.658795806,1.053530696,0.778145023
45,Scomberomorus,IUU_60,0.636036072,0.456975729,0.885259019,35454.68712,22247.93355,56501.19532,5637.614984,4239.78979,7496.292099,17727.34356,11123.96677,28250.59766,2015,3731.0912,3061.563733,15257.38378,10894.49628,17592.40914,0.860669493,0.614558873,0.992388345,0.430334746,0.307279437,0.496194173,0.244543314,0.21208529,0.34247487,0.318018036,0.228487864,0.442629509,0.76896052,0.666897051,1.076903922,0.76896052
46,Squatina,IUU_0,0.095607883,0.07380159,0.123857323,6366.61248,2973.49229,13631.69987,152.1745859,56.83860917,407.4185653,3183.30624,1486.746145,6815.849937,2015,14.0771,25.07017333,1531.587208,660.3134222,2504.244907,0.481130966,0.207430066,0.786680488,0.240565483,0.103715033,0.393340244,0.009191184,0.005621295,0.021318815,0.045999913,0.03550823,0.059591593,0.199808727,0.122202301,0.463453383,0.192268331
47,Squatina,IUU_20,0.095607883,0.07380159,0.123857323,7726.475246,3583.142856,16660.90974,184.6779861,68.02805936,501.3513375,3863.237623,1791.571428,8330.454872,2015,16.89252,30.084208,1862.156627,803.8677674,3045.447726,0.482019697,0.208081367,0.788314886,0.241009848,0.104040684,0.394157443,0.009071482,0.00554681,0.021014053,0.046084883,0.03557382,0.059701669,0.196842896,0.120360727,0.45598582,0.189764306
48,Squatina,IUU_40,0.095607883,0.07380159,0.123857323,8945.471096,4191.13308,19093.03561,213.8143894,80.35688943,568.9193973,4472.735548,2095.56654,9546.517804,2015,19.70794,35.09824267,2150.213694,928.8014883,3516.815571,0.480737945,0.207658485,0.786278449,0.240368972,0.103829243,0.393139225,0.009165573,0.005603916,0.021218678,0.045962337,0.035479225,0.059542915,0.199414853,0.121924093,0.461653596,0.191732573
49,Squatina,IUU_60,0.095607883,0.07380159,0.123857323,10311.33977,4820.687559,22055.71852,246.4613426,92.23668315,658.5578681,5155.669886,2410.34378,11027.85926,2015,22.52336,40.11227733,2479.408855,1074.282751,4057.498445,0.480909156,0.208369189,0.786997332,0.240454578,0.104184594,0.393498666,0.009084165,0.005551046,0.020965951,0.045978707,0.03549186,0.059564121,0.197573312,0.120730797,0.455992633,0.19002963
50,Atrina,IUU_60_legal,0.282239296,0.163449697,0.487361077,24692.78077,7482.048404,81492.84648,1742.318266,489.494574,6201.647782,12346.39038,3741.024202,40746.42324,2015,609.9648,971.81984,3944.029547,357.2201644,7294.544905,0.319447986,0.028933166,0.590824093,0.159723993,0.014466583,0.295412047,0.061862092,0.033447723,0.683012731,0.090160775,0.052213677,0.155686515,1.715327215,0.927446648,18.93874393,1.09591565
51,Callinectes,IUU_60_legal,1.194228058,0.962111433,1.482344565,10808.5902,7900.854637,14786.45382,3226.980422,2666.978313,3904.569676,5404.295102,3950.427318,7393.226909,2015,1274.496,1716.251168,5264.012908,3431.605618,6416.304441,0.974042462,0.634977468,1.187260192,0.487021231,0.317488734,0.593630096,0.096845963,0.079453587,0.148559729,0.597114029,0.481055717,0.741172283,0.405475162,0.332656673,0.621990615,0.405475162
52,Cephalopholis,IUU_60_legal,0.453277844,0.39167906,0.524564177,2426.258773,1607.834656,3661.27923,274.9423362,163.4289128,462.5453779,1213.129386,803.9173282,1830.639615,2015,367.595792,266.0742507,674.6391987,57.72274829,958.3254519,0.556114794,0.047581692,0.789961452,0.278057397,0.023790846,0.394980726,0.217951043,0.153432549,2.547320097,0.226638922,0.19583953,0.262282089,2.404166073,1.692477926,28.09888165,2.404166073
53,Dasyatis,IUU_60_legal,0.609570907,0.42284483,0.87875425,1510.700763,925.0989447,2466.997512,230.2198086,180.3077768,293.9482769,755.3503814,462.5494724,1233.498756,2015,158.72272,157.0674667,629.4475098,460.8823846,875.0362619,0.833318583,0.610157082,1.158450811,0.416659292,0.305078541,0.579225405,0.100864785,0.072555951,0.13775551,0.304785454,0.211422415,0.439377125,0.827342514,0.595139548,1.129938359,0.827342514
54,Epinephelus,IUU_60_legal,0.441534111,0.3977228,0.490171475,1262.805811,1019.223016,1564.602144,139.3929603,112.40381,172.8624446,631.4029053,509.6115078,782.301072,2015,677.726016,385.8002453,453.841143,275.6933483,502.4458167,0.718782158,0.436636173,0.795761015,0.359391079,0.218318087,0.397880507,0.59732444,0.539541573,0.983304124,0.220767056,0.1988614,0.245085738,6.764193575,6.109851534,11.13508673,6.764193575
55,Lutjanus,IUU_60_legal,0.378136514,0.307547725,0.464926942,1523.654452,961.6547539,2414.091833,144.0373458,87.62296579,236.7730513,761.8272258,480.8273769,1207.045917,2015,65.002304,40.455488,289.0073386,156.7652023,448.9350018,0.379360738,0.205775269,0.589287159,0.189680369,0.102887634,0.29464358,0.089966302,0.057916896,0.165859012,0.143450147,0.116671532,0.176375028,1.567901884,1.009355806,2.890534021,1.189600831
56,Micropogonias,IUU_60_legal,0.618783392,0.435395703,0.879413562,2186.573076,1055.199171,4530.99467,338.2537761,161.5264194,708.3399576,1093.286538,527.5995853,2265.497335,2015,220.45072,177.6896533,597.4284873,239.5981396,862.6986668,0.546451883,0.21915402,0.789087432,0.273225941,0.10957701,0.394543716,0.147599738,0.102214471,0.36803411,0.309391696,0.217697851,0.439706781,1.192660789,0.825930952,2.973852519,1.192660789
57,Mugil,IUU_60_legal,0.579117434,0.519799302,0.645204796,5453.86088,4213.645165,7059.113269,789.6064794,588.5522362,1059.342492,2726.93044,2106.822582,3529.556634,2015,363.3184,352.3290667,1054.390635,568.7470756,1606.429865,0.386658427,0.208566771,0.589098219,0.193329214,0.104283385,0.294549109,0.137830663,0.090466047,0.255521947,0.223920636,0.20098478,0.249473871,1.53883386,1.01002356,2.852818204,1.19000616
58,Octopus,IUU_60_legal,0.661993197,0.553980938,0.791065111,6283.983756,4814.684426,8201.669797,1039.988624,874.8707267,1236.26989,3141.991878,2407.342213,4100.834899,2015,776.296384,921.200256,1815.350591,169.6152162,2488.496188,0.577770619,0.05398334,0.792012292,0.288885309,0.02699167,0.396006146,0.171051562,0.124781607,1.830723449,0.330996598,0.276990469,0.395532555,1.291943502,0.942468954,13.82735849,1.291943502
59,Panulirus,IUU_60_legal,0.282239296,0.163449697,0.487361077,464.5223094,210.825228,1023.506427,32.77661241,20.32810133,52.8483356,232.2611547,105.412614,511.7532137,2015,23.072,26.57525333,182.7259335,141.256446,244.0529115,0.786726191,0.608179384,1.050769388,0.393363095,0.304089692,0.525384694,0.050506241,0.037814751,0.065333656,0.141119648,0.081724848,0.243680538,0.894741475,0.669905842,1.157416003,0.894741475
60,Scomberomorus,IUU_60_legal,0.636036072,0.456975729,0.885259019,35454.68712,22247.93355,56501.19532,5637.614984,4239.78979,7496.292099,17727.34356,11123.96677,28250.59766,2015,3731.0912,3061.563733,15257.38378,10894.49628,17592.40914,0.860669493,0.614558873,0.992388345,0.430334746,0.307279437,0.496194173,0.097817326,0.084834116,0.136989948,0.318018036,0.228487864,0.442629509,0.76896052,0.666897051,1.076903922,0.76896052
61,Squatina,IUU_60_legal,0.095607883,0.07380159,0.123857323,10311.33977,4820.687559,22055.71852,246.4613426,92.23668315,658.5578681,5155.669886,2410.34378,11027.85926,2015,22.52336,40.11227733,2479.408855,1074.282751,4057.498445,0.480909156,0.208369189,0.786997332,0.240454578,0.104184594,0.393498666,0.003633666,0.002220418,0.008386381,0.045978707,0.03549186,0.059564121,0.197573312,0.120730797,0.455992633,0.19002963
62,Atrina,IUU_40_legal,0.282239296,0.163449697,0.487361077,21770.03926,6631.542313,71466.72478,1536.090139,436.0683239,5411.016547,10885.01963,3315.771156,35733.36239,2015,533.7192,850.34236,3551.303724,336.2760588,6433.239985,0.32625607,0.030893473,0.591017766,0.163128035,0.015446736,0.295508883,0.090172946,0.049777642,0.952287597,0.092082284,0.053326456,0.159004509,1.632108133,0.900963077,17.23617112,1.06497037
63,Callinectes,IUU_40_legal,1.191246217,0.957432554,1.482159284,9454.804022,6905.173079,12945.84771,2815.74988,2333.932129,3397.034254,4727.402011,3452.58654,6472.923855,2015,1115.184,1501.719772,4561.157981,2975.779682,5613.933903,0.964833955,0.629474641,1.187530464,0.482416978,0.31473732,0.593765232,0.146697484,0.119187438,0.22485213,0.595623108,0.478716277,0.741079642,0.410487443,0.333509106,0.629178997,0.410487443
64,Cephalopholis,IUU_40_legal,0.453277844,0.39167906,0.524564177,2133.601265,1409.249087,3230.269511,241.7785452,142.7916111,409.3858489,1066.800633,704.6245435,1615.134756,2015,321.646318,232.8149693,579.619592,47.55939165,843.053021,0.54332513,0.044581331,0.790262956,0.271662565,0.022290665,0.395131478,0.332955948,0.228915366,4.057827152,0.226638922,0.19583953,0.262282089,2.448505207,1.683407275,29.84061695,2.448505207
